energy (MeV),pC/MeV,pC/MeV norm,CDF
11.76573613,277.7243135,0.000372394,0.769656836
11.7769039,277.3404919,0.000371879,0.770028715
11.78807168,276.957237,0.000371365,0.77040008
11.79923946,276.5745479,0.000370852,0.770770932
11.81040723,276.1924237,0.000370339,0.771141272
11.82157501,275.8108637,0.000369828,0.771511099
11.83274278,275.4298669,0.000369317,0.771880416
11.84391056,275.0494326,0.000368807,0.772249223
11.85507834,274.6695598,0.000368297,0.772617521
11.86624611,274.2902477,0.000367789,0.77298531
11.87741389,273.9114955,0.000367281,0.773352591
11.88858166,273.5333024,0.000366774,0.773719365
11.89974944,273.1556675,0.000366268,0.774085632
11.91091722,272.7785899,0.000365762,0.774451394
11.92208499,272.4020689,0.000365257,0.774816651
11.93325277,272.0261035,0.000364753,0.775181404
11.94442054,271.6506931,0.00036425,0.775545654
11.95558832,271.2758366,0.000363747,0.775909401
11.9667561,270.9015333,0.000363245,0.776272646
11.97792387,270.5277824,0.000362744,0.77663539
11.98909165,270.154583,0.000362243,0.776997633
12.00025943,269.7819344,0.000361744,0.777359377
12.0114272,269.4098356,0.000361245,0.777720622
12.02259498,269.0382858,0.000360747,0.778081368
12.03376275,268.6672843,0.000360249,0.778441618
12.04493053,268.2968301,0.000359752,0.77880137
12.05609831,267.9269226,0.000359256,0.779160627
12.06726608,267.5575608,0.000358761,0.779519388
12.07843386,267.1887439,0.000358267,0.779877654
12.08960163,266.8204712,0.000357773,0.780235427
12.10076941,266.4527417,0.00035728,0.780592707
12.11193719,266.0855548,0.000356787,0.780949495
12.12310496,265.7189095,0.000356296,0.78130579
12.13427274,265.352805,0.000355805,0.781661595
12.14544051,264.9872406,0.000355315,0.78201691
12.15660829,264.6222155,0.000354825,0.782371735
12.16777607,264.2577287,0.000354337,0.782726072
12.17894384,263.8937796,0.000353849,0.78307992
12.19011162,263.5303673,0.000353361,0.783433282
12.20127939,263.1674909,0.000352875,0.783786156
12.21244717,262.8051498,0.000352389,0.784138545
12.22361495,262.4433431,0.000351904,0.784490449
12.23478272,262.0820699,0.000351419,0.784841868
12.2459505,261.7213295,0.000350936,0.785192803
12.25711827,261.3611212,0.000350453,0.785543256
12.26828605,261.001444,0.00034997,0.785893226
12.27945383,260.6422971,0.000349489,0.786242715
12.2906216,260.2836799,0.000349008,0.786591723
12.30178938,259.9255915,0.000348528,0.78694025
12.31295716,259.5680311,0.000348048,0.787288299
12.32412493,259.2109979,0.00034757,0.787635868
12.33529271,258.8544911,0.000347091,0.78798296
12.34646048,258.4985099,0.000346614,0.788329574
12.35762826,258.1430535,0.000346138,0.788675711
12.36879604,257.7881213,0.000345662,0.789021373
12.37996381,257.4337122,0.000345186,0.789366559
12.39113159,257.0798257,0.000344712,0.789711271
12.40229936,256.7264608,0.000344238,0.790055509
12.41346714,256.3736169,0.000343765,0.790399274
12.42463492,256.021293,0.000343293,0.790742567
12.43580269,255.6694885,0.000342821,0.791085388
12.44697047,255.3182026,0.00034235,0.791427737
12.45813824,254.9674345,0.000341879,0.791769617
12.46930602,254.6171833,0.00034141,0.792111026
12.4804738,254.2674484,0.000340941,0.792451967
12.49164157,253.918229,0.000340473,0.79279244
12.50280935,253.5695242,0.000340005,0.793132445
12.51397712,253.2213333,0.000339538,0.793471983
12.5251449,252.8736556,0.000339072,0.793811055
12.53631268,252.5264902,0.000338606,0.794149661
12.54748045,252.1798365,0.000338142,0.794487803
12.55864823,251.8336935,0.000337677,0.79482548
12.569816,251.4880606,0.000337214,0.795162694
12.58098378,251.142937,0.000336751,0.795499446
12.59215156,250.798322,0.000336289,0.795835735
12.60331933,250.4542147,0.000335828,0.796171562
12.61448711,250.1106144,0.000335367,0.79650693
12.62565488,249.7675203,0.000334907,0.796841837
12.63682266,249.4249318,0.000334448,0.797176284
12.64799044,249.0828479,0.000333989,0.797510273
12.65915821,248.741268,0.000333531,0.797843804
12.67032599,248.4001913,0.000333074,0.798176878
12.68149377,248.0596171,0.000332617,0.798509494
12.69266154,247.7195446,0.000332161,0.798841655
12.70382932,247.379973,0.000331706,0.799173361
12.71499709,247.0409016,0.000331251,0.799504612
12.72616487,246.7023296,0.000330797,0.799835409
12.73733265,246.3642564,0.000330344,0.800165752
12.74850042,246.0266811,0.000329891,0.800495643
12.7596682,245.6896029,0.000329439,0.800825082
12.77083597,245.3530212,0.000328988,0.80115407
12.78200375,245.0169353,0.000328537,0.801482607
12.79317153,244.6813442,0.000328087,0.801810694
12.8043393,244.3462474,0.000327638,0.802138332
12.81550708,244.0116441,0.000327189,0.802465521
12.82667485,243.6775335,0.000326741,0.802792262
12.83784263,243.3439148,0.000326294,0.803118556
12.84901041,243.0107875,0.000325847,0.803444403
12.86017818,242.6781506,0.000325401,0.803769804
12.87134596,242.3460036,0.000324956,0.80409476
12.88251373,242.0143455,0.000324511,0.80441927
12.89368151,241.6831758,0.000324067,0.804743337
12.90484929,241.3524936,0.000323623,0.805066961
12.91601706,241.0222983,0.000323181,0.805390142
12.92718484,240.6925891,0.000322739,0.80571288
12.93835261,240.3633653,0.000322297,0.806035177
12.94952039,240.0346262,0.000321856,0.806357034
12.96068817,239.7063709,0.000321416,0.80667845
12.97185594,239.3785989,0.000320977,0.806999427
12.98302372,239.0513093,0.000320538,0.807319965
12.9941915,238.7245015,0.0003201,0.807640064
13.00535927,238.3981747,0.000319662,0.807959726
13.01652705,238.0723282,0.000319225,0.808278952
13.02769482,237.7469613,0.000318789,0.808597741
13.0388626,237.4220733,0.000318353,0.808916094
13.05003038,237.0976634,0.000317918,0.809234012
13.06119815,236.7737309,0.000317484,0.809551496
13.07236593,236.4502752,0.00031705,0.809868546
13.0835337,236.1272954,0.000316617,0.810185163
13.09470148,235.8047909,0.000316185,0.810501348
13.10586926,235.482761,0.000315753,0.810817101
13.11703703,235.1612049,0.000315322,0.811132423
13.12820481,234.840122,0.000314891,0.811447314
13.13937258,234.5195115,0.000314461,0.811761775
13.15054036,234.1993727,0.000314032,0.812075807
13.16170814,233.8797049,0.000313603,0.812389411
13.17287591,233.5605075,0.000313175,0.812702586
13.18404369,233.2417796,0.000312748,0.813015334
13.19521146,232.9235207,0.000312321,0.813327655
13.20637924,232.6057299,0.000311895,0.813639551
13.21754702,232.2884066,0.00031147,0.81395102
13.22871479,231.9715501,0.000311045,0.814262065
13.23988257,231.6551597,0.000310621,0.814572686
13.25105034,231.3392347,0.000310197,0.814882883
13.26221812,231.0237743,0.000309774,0.815192657
13.2733859,230.708778,0.000309352,0.815502008
13.28455367,230.3942449,0.00030893,0.815810938
13.29572145,230.0801745,0.000308509,0.816119447
13.30688922,229.7665659,0.000308088,0.816427535
13.318057,229.4534186,0.000307668,0.816735203
13.32922478,229.1407318,0.000307249,0.817042452
13.34039255,228.8285048,0.00030683,0.817349283
13.35156033,228.5167369,0.000306412,0.817655695
13.36272811,228.2054275,0.000305995,0.81796169
13.37389588,227.8945758,0.000305578,0.818267268
13.38506366,227.5841812,0.000305162,0.81857243
13.39623143,227.2742431,0.000304746,0.818877176
13.40739921,226.9647606,0.000304331,0.819181508
13.41856699,226.6557331,0.000303917,0.819485425
13.42973476,226.3471599,0.000303503,0.819788928
13.44090254,226.0390405,0.00030309,0.820092018
13.45207031,225.7313739,0.000302678,0.820394695
13.46323809,225.4241597,0.000302266,0.820696961
13.47440587,225.1173971,0.000301854,0.820998815
13.48557364,224.8110854,0.000301444,0.821300259
13.49674142,224.505224,0.000301033,0.821601292
13.50790919,224.1998121,0.000300624,0.821901916
13.51907697,223.8948492,0.000300215,0.822202131
13.53024475,223.5903345,0.000299807,0.822501938
13.54141252,223.2862674,0.000299399,0.822801337
13.5525803,222.9826471,0.000298992,0.823100328
13.56374807,222.6794731,0.000298585,0.823398914
13.57491585,222.3767446,0.000298179,0.823697093
13.58608363,222.074461,0.000297774,0.823994867
13.5972514,221.7726216,0.000297369,0.824292236
13.60841918,221.4712258,0.000296965,0.824589202
13.61958695,221.1702728,0.000296562,0.824885763
13.63075473,220.8697621,0.000296159,0.825181922
13.64192251,220.5696929,0.000295756,0.825477678
13.65309028,220.2700646,0.000295355,0.825773033
13.66425806,219.9708765,0.000294953,0.826067986
13.67542584,219.672128,0.000294553,0.826362539
13.68659361,219.3738184,0.000294153,0.826656692
13.69776139,219.075947,0.000293753,0.826950445
13.70892916,218.7785133,0.000293355,0.8272438
13.72009694,218.4815164,0.000292956,0.827536756
13.73126472,218.1849559,0.000292559,0.827829315
13.74243249,217.8888309,0.000292162,0.828121477
13.75360027,217.593141,0.000291765,0.828413242
13.76476804,217.2978853,0.000291369,0.828704611
13.77593582,217.0030634,0.000290974,0.828995585
13.7871036,216.7086744,0.000290579,0.829286164
13.79827137,216.4147178,0.000290185,0.829576349
13.80943915,216.1211929,0.000289791,0.829866141
13.82060692,215.8280991,0.000289398,0.830155539
13.8317747,215.5354357,0.000289006,0.830444545
13.84294248,215.2432021,0.000288614,0.83073316
13.85411025,214.9513976,0.000288223,0.831021383
13.86527803,214.6600216,0.000287832,0.831309215
13.8764458,214.3690735,0.000287442,0.831596657
13.88761358,214.0785525,0.000287053,0.831883709
13.89878136,213.7884582,0.000286664,0.832170373
13.90994913,213.4987897,0.000286275,0.832456648
13.92111691,213.2095465,0.000285887,0.832742535
13.93228468,212.920728,0.0002855,0.833028035
13.94345246,212.6323334,0.000285113,0.833313149
13.95462024,212.3443623,0.000284727,0.833597876
13.96578801,212.0568138,0.000284342,0.833882218
13.97695579,211.7696875,0.000283957,0.834166174
13.98812356,211.4829827,0.000283572,0.834449747
13.99929134,211.1966986,0.000283188,0.834732935
14.01045912,210.9108348,0.000282805,0.83501574
14.02162689,210.6253906,0.000282422,0.835298162
14.03279467,210.3403653,0.00028204,0.835580202
14.04396245,210.0557583,0.000281658,0.835861861
14.05513022,209.771569,0.000281277,0.836143138
14.066298,209.4877968,0.000280897,0.836424035
14.07746577,209.204441,0.000280517,0.836704552
14.08863355,208.921501,0.000280138,0.83698469
14.09980133,208.6389762,0.000279759,0.837264448
14.1109691,208.3568659,0.00027938,0.837543829
14.12213688,208.0751697,0.000279003,0.837822832
14.13330465,207.7938867,0.000278626,0.838101457
14.14447243,207.5130164,0.000278249,0.838379706
14.15564021,207.2325582,0.000277873,0.838657579
14.16680798,206.9525115,0.000277497,0.838935077
14.17797576,206.6728756,0.000277122,0.839212199
14.18914353,206.39365,0.000276748,0.839488947
14.20031131,206.1148339,0.000276374,0.839765321
14.21147909,205.8364269,0.000276001,0.840041322
14.22264686,205.5584283,0.000275628,0.84031695
14.23381464,205.2808374,0.000275256,0.840592206
14.24498241,205.0036537,0.000274884,0.84086709
14.25615019,204.7268765,0.000274513,0.841141604
14.26731797,204.4505053,0.000274143,0.841415746
14.27848574,204.1745394,0.000273773,0.841689519
14.28965352,203.8989783,0.000273403,0.841962922
14.30082129,203.6238213,0.000273034,0.842235956
14.31198907,203.3490677,0.000272666,0.842508621
14.32315685,203.0747171,0.000272298,0.842780919
14.33432462,202.8007688,0.00027193,0.843052849
14.3454924,202.5272222,0.000271564,0.843324413
14.35666018,202.2540767,0.000271197,0.843595611
14.36782795,201.9813316,0.000270832,0.843866442
14.37899573,201.7089865,0.000270467,0.844136909
14.3901635,201.4370407,0.000270102,0.844407011
14.40133128,201.1654935,0.000269738,0.844676748
14.41249906,200.8943445,0.000269374,0.844946123
14.42366683,200.6235929,0.000269011,0.845215134
14.43483461,200.3532383,0.000268649,0.845483782
14.44600238,200.08328,0.000268287,0.845752069
14.45717016,199.8137174,0.000267925,0.846019994
14.46833794,199.5445499,0.000267564,0.846287558
14.47950571,199.2757769,0.000267204,0.846554762
14.49067349,199.0073979,0.000266844,0.846821606
14.50184126,198.7394122,0.000266485,0.847088091
14.51300904,198.4718193,0.000266126,0.847354217
14.52417682,198.2046185,0.000265768,0.847619984
14.53534459,197.9378093,0.00026541,0.847885394
14.54651237,197.6713911,0.000265053,0.848150447
14.55768014,197.4053633,0.000264696,0.848415143
14.56884792,197.1397254,0.00026434,0.848679482
14.5800157,196.8744766,0.000263984,0.848943466
14.59118347,196.6096166,0.000263629,0.849207095
14.60235125,196.3451445,0.000263274,0.84947037
14.61351902,196.08106,0.00026292,0.84973329
14.6246868,195.8173624,0.000262567,0.849995856
14.63585458,195.5540511,0.000262214,0.85025807
14.64702235,195.2911256,0.000261861,0.850519931
14.65819013,195.0285852,0.000261509,0.85078144
14.66935791,194.7664294,0.000261157,0.851042597
14.68052568,194.5046576,0.000260806,0.851303403
14.69169346,194.2432693,0.000260456,0.851563859
14.70286123,193.9822638,0.000260106,0.851823965
14.71402901,193.7216406,0.000259756,0.852083722
14.72519679,193.4613991,0.000259408,0.852343129
14.73636456,193.2015388,0.000259059,0.852602188
14.74753234,192.942059,0.000258711,0.8528609
14.75870011,192.6829593,0.000258364,0.853119263
14.76986789,192.4242389,0.000258017,0.85337728
14.78103567,192.1658975,0.00025767,0.85363495
14.79220344,191.9079343,0.000257325,0.853892275
14.80337122,191.6503488,0.000256979,0.854149254
14.81453899,191.3931406,0.000256634,0.854405888
14.82570677,191.1363089,0.00025629,0.854662178
14.83687455,190.8798532,0.000255946,0.854918124
14.84804232,190.623773,0.000255603,0.855173727
14.8592101,190.3680677,0.00025526,0.855428987
14.87037787,190.1127368,0.000254917,0.855683904
14.88154565,189.8577796,0.000254576,0.85593848
14.89271343,189.6031956,0.000254234,0.856192714
14.9038812,189.3489843,0.000253893,0.856446607
14.91504898,189.0951451,0.000253553,0.85670016
14.92621675,188.8416775,0.000253213,0.856953373
14.93738453,188.5885808,0.000252874,0.857206247
14.94855231,188.3358546,0.000252535,0.857458781
14.95972008,188.0834982,0.000252196,0.857710978
14.97088786,187.8315112,0.000251859,0.857962836
14.98205563,187.5798929,0.000251521,0.858214358
14.99322341,187.3286429,0.000251184,0.858465542
15.00439119,187.0777605,0.000250848,0.85871639
15.01555896,186.8272452,0.000250512,0.858966902
15.02672674,186.5770964,0.000250177,0.859217078
15.03789452,186.3273137,0.000249842,0.85946692
15.04906229,186.0778965,0.000249507,0.859716427
15.06023007,185.8288441,0.000249173,0.8599656
15.07139784,185.5801562,0.00024884,0.86021444
15.08256562,185.331832,0.000248507,0.860462947
15.0937334,185.0838711,0.000248174,0.860711121
15.10490117,184.836273,0.000247842,0.860958963
15.11606895,184.589037,0.000247511,0.861206474
15.12723672,184.3421627,0.00024718,0.861453654
15.1384045,184.0956495,0.000246849,0.861700503
15.14957228,183.8494968,0.000246519,0.861947022
15.16074005,183.6037042,0.00024619,0.862193212
15.17190783,183.3582711,0.00024586,0.862439072
15.1830756,183.1131969,0.000245532,0.862684604
15.19424338,182.8684811,0.000245204,0.862929808
15.20541116,182.6241231,0.000244876,0.863174684
15.21657893,182.3801225,0.000244549,0.863419233
15.22774671,182.1364787,0.000244222,0.863663455
15.23891448,181.8931911,0.000243896,0.863907351
15.25008226,181.6502593,0.00024357,0.864150921
15.26125004,181.4076827,0.000243245,0.864394166
15.27241781,181.1654607,0.00024292,0.864637087
15.28358559,180.9235929,0.000242596,0.864879683
15.29475336,180.6820786,0.000242272,0.865121955
15.30592114,180.4409174,0.000241949,0.865363903
15.31708892,180.2001088,0.000241626,0.865605529
15.32825669,179.9596522,0.000241303,0.865846832
15.33942447,179.719547,0.000240981,0.866087814
15.35059225,179.4797928,0.00024066,0.866328474
15.36176002,179.240389,0.000240339,0.866568813
15.3729278,179.0013352,0.000240018,0.866808831
15.38409557,178.7626307,0.000239698,0.867048529
15.39526335,178.5242751,0.000239379,0.867287908
15.40643113,178.2862678,0.00023906,0.867526968
15.4175989,178.0486083,0.000238741,0.867765709
15.42876668,177.8112962,0.000238423,0.868004131
15.43993445,177.5743307,0.000238105,0.868242236
15.45110223,177.3377116,0.000237788,0.868480024
15.46227001,177.1014382,0.000237471,0.868717495
15.47343778,176.8655099,0.000237155,0.868954649
15.48460556,176.6299264,0.000236839,0.869191488
15.49577333,176.3946871,0.000236523,0.869428011
15.50694111,176.1597914,0.000236208,0.869664219
15.51810889,175.9252389,0.000235894,0.869900113
15.52927666,175.691029,0.00023558,0.870135693
15.54044444,175.4571612,0.000235266,0.870370959
15.55161221,175.2236351,0.000234953,0.870605912
15.56277999,174.99045,0.00023464,0.870840552
15.57394777,174.7576055,0.000234328,0.87107488
15.58511554,174.5251011,0.000234016,0.871308896
15.59628332,174.2929363,0.000233705,0.871542601
15.60745109,174.0611105,0.000233394,0.871775996
15.61861887,173.8296233,0.000233084,0.872009079
15.62978665,173.5984741,0.000232774,0.872241853
15.64095442,173.3676624,0.000232464,0.872474318
15.6521222,173.1371878,0.000232155,0.872706473
15.66328997,172.9070497,0.000231847,0.87293832
15.67445775,172.6772476,0.000231539,0.873169858
15.68562553,172.4477811,0.000231231,0.873401089
15.6967933,172.2186495,0.000230924,0.873632013
15.70796108,171.9898525,0.000230617,0.87386263
15.71912886,171.7613895,0.000230311,0.87409294
15.73029663,171.53326,0.000230005,0.874322945
15.74146441,171.3054635,0.000229699,0.874552644
15.75263218,171.0779995,0.000229394,0.874782038
15.76379996,170.8508675,0.00022909,0.875011128
15.77496774,170.6240671,0.000228786,0.875239913
15.78613551,170.3975976,0.000228482,0.875468395
15.79730329,170.1714587,0.000228179,0.875696574
15.80847106,169.9456498,0.000227876,0.87592445
15.81963884,169.7201705,0.000227574,0.876152023
15.83080662,169.4950202,0.000227272,0.876379295
15.84197439,169.2701984,0.00022697,0.876606265
15.85314217,169.0457047,0.000226669,0.876832934
15.86430994,168.8215386,0.000226369,0.877059302
15.87547772,168.5976995,0.000226068,0.877285371
15.8866455,168.374187,0.000225769,0.87751114
15.89781327,168.1510006,0.000225469,0.877736609
15.90898105,167.9281398,0.000225171,0.87796178
15.92014882,167.7056042,0.000224872,0.878186652
15.9313166,167.4833931,0.000224574,0.878411226
15.94248438,167.2615062,0.000224277,0.878635503
15.95365215,167.039943,0.00022398,0.878859483
15.96481993,166.818703,0.000223683,0.879083166
15.9759877,166.5977856,0.000223387,0.879306552
15.98715548,166.3771904,0.000223091,0.879529643
15.99832326,166.156917,0.000222796,0.879752439
16.00949103,165.9369648,0.000222501,0.87997494
16.02065881,165.7173334,0.000222206,0.880197146
16.03182659,165.4980222,0.000221912,0.880419058
16.04299436,165.2790309,0.000221618,0.880640676
16.05416214,165.0603589,0.000221325,0.880862002
16.06532991,164.8420057,0.000221032,0.881083034
16.07649769,164.6239709,0.00022074,0.881303774
16.08766547,164.4062539,0.000220448,0.881524223
16.09883324,164.1888544,0.000220157,0.881744379
16.11000102,163.9717718,0.000219866,0.881964245
16.12116879,163.7550057,0.000219575,0.88218382
16.13233657,163.5385556,0.000219285,0.882403105
16.14350435,163.322421,0.000218995,0.8826221
16.15467212,163.1066015,0.000218706,0.882840805
16.1658399,162.8910965,0.000218417,0.883059222
16.17700767,162.6759056,0.000218128,0.88327735
16.18817545,162.4610283,0.00021784,0.88349519
16.19934323,162.2464642,0.000217552,0.883712742
16.210511,162.0322128,0.000217265,0.883930007
16.22167878,161.8182736,0.000216978,0.884146985
16.23284655,161.6046462,0.000216692,0.884363676
16.24401433,161.3913301,0.000216406,0.884580082
16.25518211,161.1783248,0.00021612,0.884796202
16.26634988,160.9656298,0.000215835,0.885012037
16.27751766,160.7532447,0.00021555,0.885227587
16.28868543,160.5411691,0.000215266,0.885442852
16.29985321,160.3294024,0.000214982,0.885657834
16.31102099,160.1179443,0.000214698,0.885872532
16.32218876,159.9067941,0.000214415,0.886086947
16.33335654,159.6959516,0.000214132,0.886301079
16.34452431,159.4854162,0.00021385,0.886514929
16.35569209,159.2751874,0.000213568,0.886728497
16.36685987,159.0652648,0.000213287,0.886941784
16.37802764,158.855648,0.000213006,0.88715479
16.38919542,158.6463364,0.000212725,0.887367514
16.4003632,158.4373297,0.000212445,0.887579959
16.41153097,158.2286274,0.000212165,0.887792124
16.42269875,158.0202289,0.000211885,0.888004009
16.43386652,157.812134,0.000211606,0.888215616
16.4450343,157.604342,0.000211328,0.888426943
16.45620208,157.3968526,0.000211049,0.888637993
16.46736985,157.1896652,0.000210772,0.888848764
16.47853763,156.9827796,0.000210494,0.889059259
16.4897054,156.7761951,0.000210217,0.889269476
16.50087318,156.5699113,0.000209941,0.889479417
16.51204096,156.3639279,0.000209664,0.889689081
16.52320873,156.1582443,0.000209389,0.88989847
16.53437651,155.9528601,0.000209113,0.890107583
16.54554428,155.7477748,0.000208838,0.890316421
16.55671206,155.5429881,0.000208564,0.890524985
16.56787984,155.3384994,0.000208289,0.890733274
16.57904761,155.1343083,0.000208016,0.89094129
16.59021539,154.9304143,0.000207742,0.891149032
16.60138316,154.7268171,0.000207469,0.891356502
16.61255094,154.5235161,0.000207197,0.891563698
16.62371872,154.320511,0.000206924,0.891770623
16.63488649,154.1178013,0.000206653,0.891977275
16.64605427,153.9153865,0.000206381,0.892183657
16.65722204,153.7132662,0.00020611,0.892389767
16.66838982,153.5114399,0.00020584,0.892595607
16.6795576,153.3099073,0.000205569,0.892801176
16.69072537,153.1086679,0.0002053,0.893006476
16.70189315,152.9077212,0.00020503,0.893211506
16.71306093,152.7070668,0.000204761,0.893416267
16.7242287,152.5067042,0.000204492,0.893620759
16.73539648,152.3066331,0.000204224,0.893824983
16.74656425,152.106853,0.000203956,0.89402894
16.75773203,151.9073635,0.000203689,0.894232628
16.76889981,151.7081641,0.000203422,0.89443605
16.78006758,151.5092543,0.000203155,0.894639205
16.79123536,151.3106338,0.000202889,0.894842094
16.80240313,151.1123022,0.000202623,0.895044716
16.81357091,150.9142589,0.000202357,0.895247073
16.82473869,150.7165036,0.000202092,0.895449165
16.83590646,150.5190358,0.000201827,0.895650992
16.84707424,150.3218551,0.000201563,0.895852555
16.85824201,150.1249611,0.000201299,0.896053854
16.86940979,149.9283533,0.000201035,0.896254889
16.88057757,149.7320313,0.000200772,0.896455661
16.89174534,149.5359948,0.000200509,0.89665617
16.90291312,149.3402431,0.000200247,0.896856417
16.91408089,149.144776,0.000199984,0.897056401
16.92524867,148.949593,0.000199723,0.897256124
16.93641645,148.7546937,0.000199461,0.897455585
16.94758422,148.5600776,0.0001992,0.897654786
16.958752,148.3657443,0.00019894,0.897853726
16.96991977,148.1716935,0.00019868,0.898052405
16.98108755,147.9779246,0.00019842,0.898250825
16.99225533,147.7844373,0.00019816,0.898448986
17.0034231,147.5912312,0.000197901,0.898646887
17.01459088,147.3983057,0.000197643,0.89884453
17.02575865,147.2056606,0.000197384,0.899041914
17.03692643,147.0132953,0.000197126,0.899239041
17.04809421,146.8212095,0.000196869,0.899435909
17.05926198,146.6294028,0.000196612,0.899632521
17.07042976,146.4378747,0.000196355,0.899828876
17.08159754,146.2466247,0.000196098,0.900024974
17.09276531,146.0556526,0.000195842,0.900220817
17.10393309,145.8649578,0.000195587,0.900416403
17.11510086,145.67454,0.000195331,0.900611735
17.12626864,145.4843988,0.000195076,0.900806811
17.13743642,145.2945337,0.000194822,0.901001633
17.14860419,145.1049443,0.000194568,0.9011962
17.15977197,144.9156302,0.000194314,0.901390514
17.17093974,144.726591,0.00019406,0.901584574
17.18210752,144.5378263,0.000193807,0.901778382
17.1932753,144.3493357,0.000193554,0.901971936
17.20444307,144.1611187,0.000193302,0.902165238
17.21561085,143.973175,0.00019305,0.902358288
17.22677862,143.7855041,0.000192798,0.902551086
17.2379464,143.5981057,0.000192547,0.902743633
17.24911418,143.4109793,0.000192296,0.90293593
17.26028195,143.2241245,0.000192046,0.903127975
17.27144973,143.0375409,0.000191795,0.903319771
17.2826175,142.8512282,0.000191546,0.903511316
17.29378528,142.6651858,0.000191296,0.903702612
17.30495306,142.4794135,0.000191047,0.90389366
17.31612083,142.2939107,0.000190798,0.904084458
17.32728861,142.1086772,0.00019055,0.904275008
17.33845638,141.9237124,0.000190302,0.90446531
17.34962416,141.739016,0.000190054,0.904655364
17.36079194,141.5545876,0.000189807,0.904845171
17.37195971,141.3704268,0.00018956,0.905034731
17.38312749,141.1865332,0.000189313,0.905224044
17.39429527,141.0029064,0.000189067,0.905413112
17.40546304,140.8195459,0.000188821,0.905601933
17.41663082,140.6364515,0.000188576,0.905790509
17.42779859,140.4536226,0.000188331,0.90597884
17.43896637,140.2710589,0.000188086,0.906166926
17.45828351,131.5865895,0.000176441,0.906343367
17.46911054,134.020676,0.000179705,0.906523072
17.47993756,134.7481325,0.00018068,0.906703752
17.49076458,135.0599497,0.000181098,0.906884851
17.50159161,135.4652281,0.000181642,0.907066493
17.51241863,135.821509,0.00018212,0.907248612
17.52324566,136.1761576,0.000182595,0.907431207
17.53407268,136.1471562,0.000182556,0.907613764
17.5448997,136.295695,0.000182755,0.907796519
17.55572673,136.4310644,0.000182937,0.907979456
17.56655375,136.4886349,0.000183014,0.90816247
17.57738078,136.6183572,0.000183188,0.908345658
17.5882078,136.5804034,0.000183137,0.908528796
17.59903482,136.3176187,0.000182785,0.908711581
17.60986185,136.0471402,0.000182422,0.908894003
17.62068887,135.8355794,0.000182139,0.909076141
17.6315159,135.5051139,0.000181695,0.909257837
17.64234292,135.3650165,0.000181508,0.909439344
17.65316994,135.1322358,0.000181195,0.90962054
17.66399697,135.2258716,0.000181321,0.909801861
17.67482399,135.2881215,0.000181404,0.909983265
17.68565102,135.296828,0.000181416,0.910164681
17.69647804,135.2016562,0.000181288,0.91034597
17.70730506,135.1851671,0.000181266,0.910527236
17.71813209,135.1798112,0.000181259,0.910708495
17.72895911,135.0967163,0.000181148,0.910889643
17.73978613,135.2051124,0.000181293,0.911070936
17.75061316,135.0444389,0.000181078,0.911252014
17.76144018,135.0146825,0.000181038,0.911433052
17.77226721,135.0346272,0.000181065,0.911614116
17.78309423,134.9748405,0.000180984,0.9117951
17.79392125,135.1014092,0.000181154,0.911976255
17.80474828,134.9104653,0.000180898,0.912157153
17.8155753,134.9641113,0.00018097,0.912338123
17.82640233,134.991312,0.000181006,0.912519129
17.83722935,134.9195338,0.00018091,0.912700039
17.84805637,134.7757939,0.000180717,0.912880757
17.8588834,134.7250579,0.000180649,0.913061406
17.86971042,134.6038934,0.000180487,0.913241893
17.88053745,134.6581549,0.00018056,0.913422453
17.89136447,134.5602052,0.000180428,0.913602881
17.90219149,134.5802958,0.000180455,0.913783337
17.91301852,134.5657353,0.000180436,0.913963772
17.92384554,134.5263551,0.000180383,0.914144155
17.93467257,134.3949212,0.000180207,0.914324362
17.94549959,134.3229871,0.00018011,0.914504472
17.95637462,133.7356102,0.000179323,0.914683795
17.9675424,130.2196389,0.000174608,0.914858403
17.97871017,130.2707714,0.000174677,0.91503308
17.98987795,130.1806193,0.000174556,0.915207636
18.00104572,130.1643844,0.000174534,0.91538217
18.0122135,130.3426565,0.000174773,0.915556943
18.02338128,130.3966033,0.000174846,0.915731789
18.03454905,130.4633584,0.000174935,0.915906724
18.04571683,130.3763026,0.000174818,0.916081542
18.0568846,130.5376861,0.000175035,0.916256577
18.06805238,130.5922249,0.000175108,0.916431685
18.07922016,130.6805782,0.000175226,0.916606911
18.09038793,130.6236883,0.00017515,0.916782061
18.10155571,130.5620897,0.000175067,0.916957129
18.11272349,130.5111783,0.000174999,0.917132128
18.12389126,130.4163204,0.000174872,0.917307
18.13505904,130.3745713,0.000174816,0.917481816
18.14622681,130.4073461,0.00017486,0.917656676
18.15739459,130.3343597,0.000174762,0.917831438
18.16856237,130.2527257,0.000174653,0.91800609
18.17973014,130.2205225,0.000174609,0.9181807
18.19089792,130.2948413,0.000174709,0.918355409
18.20206569,130.2227873,0.000174612,0.918530021
18.21323347,130.0139319,0.000174332,0.918704354
18.22440125,129.7955648,0.00017404,0.918878393
18.23563475,129.2802604,0.000173349,0.919051742
18.24715392,126.099912,0.000169084,0.919220826
18.25867309,126.0249412,0.000168984,0.91938981
18.27019225,126.1943782,0.000169211,0.919559021
